movie分类,#genre#
电影_武侠,http://cdn.jdshipin.com:8880/huya.php?id=11342427
CHC家庭影院,https://stream1.freetv.fun/chcjia-ting-ying-yuan-23.m3u8
东森电影,https://stream1.freetv.fun/dong-sen-dian-ying-8.m3u8
CCTV7,http://newtv.fun:35455/gaoma/cctv7.m3u8
CHC动作电影,https://stream1.freetv.fun/chcdong-zuo-dian-ying-8.m3u8
CHC动作电影,https://stream1.freetv.fun/chcdong-zuo-dian-ying-27.m3u8
CHC家庭影院,https://stream1.freetv.fun/chcjia-ting-ying-yuan-4.m3u8
美亚电影,https://stream1.freetv.fun/mei-ya-dian-ying-1.m3u8
淘电影,https://stream1.freetv.fun/tao-dian-ying-2.m3u8
CHC动作电影,https://stream1.freetv.fun/chcdong-zuo-dian-ying-28.m3u8
湖南电视剧,https://stream1.freetv.fun/hu-nan-dian-shi-ju-11.m3u8
CHC动作电影,https://stream1.freetv.fun/ipv6-chcdong-zuo-dian-ying-19.m3u8
CHC动作电影,https://stream1.freetv.fun/chcdong-zuo-dian-ying-1.ctv
CHC动作电影,https://stream1.freetv.fun/ipv6-chcdong-zuo-dian-ying-7.m3u8
CHC动作电影,https://www.freetv.top/migu/644368714.m3u8?migutoken=fb9ef80443f06c3612ddd35545ec1054b5bcab3941fc46ecf84808bdd512d7b2cf16d34fdf955bff71bf01f818f6918ba2d7f536dc5451d1519d15cf8a5671bf16ea8a3bbc71db4477476e211d
CCTV第一剧场,http://jf.jxx2023.work:40446/tsfile/live/1049_1.m3u8
武汉二台电视剧,https://stream1.freetv.fun/wu-yi-er-tai-dian-shi-ju-1.m3u8
绍兴文化影院,https://stream1.freetv.fun/shao-xing-wen-hua-ying-yuan-2.m3u8
CHC影迷电影,https://stream1.freetv.fun/chcgao-qing-dian-ying-10.m3u8
家庭影院,https://stream1.freetv.fun/jia-ting-ying-yuan-5.ctv
电影•3「解说」,http://dns.yiandrive.com:15907/huya/24396428
CHC动作电影,http://e2.woc.iiiya.cn:8888/rtp/239.61.3.16:9616
CHC家庭影院,https://stream1.freetv.fun/chcjia-ting-ying-yuan-16.ctv
华语经典1(🚀),http://epg.112114.eu.org/douyu/85894
绍兴文化影院,https://stream1.freetv.fun/shao-xing-wen-hua-ying-yuan-4.m3u8
斗鱼电影HD3,http://epg.112114.xyz/douyu/122402
福建电视剧,https://stream1.freetv.fun/fu-jian-dian-shi-ju-3.m3u8
欧美电影(🚀),http://epg.112114.eu.org/douyu/20415
国产电影,http://huanqiuzhibo.cn/manifest/douyu.php?id=5423
福建电视剧,https://stream1.freetv.fun/fu-jian-dian-shi-ju-4.m3u8
CHC家庭影院,https://stream1.freetv.fun/chcjia-ting-ying-yuan-12.ctv
CCTV怀旧剧场,http://jf.jxx2023.work:40446/tsfile/live/1149_1.m3u8
淘电影,https://stream1.freetv.fun/tao-dian-ying-15.ctv
上虞文化影院,https://stream1.freetv.fun/shang-yu-wen-hua-ying-yuan-2.ctv
CHC家庭影院,https://stream1.freetv.fun/chcjia-ting-ying-yuan-13.m3u8
淘电影,https://stream1.freetv.fun/tao-dian-ying-7.m3u8
电影•3「解说」,https://live.iill.top/huya/24396428
家庭影院,https://stream1.freetv.fun/jia-ting-ying-yuan-13.ctv
CCTV风云剧场,http://jf.jxx2023.work:40446/tsfile/live/1150_1.m3u8
电影_战争片,https://live.iill.top/huya/21059574
CHC影迷电影,https://stream1.freetv.fun/chcying-mi-dian-ying-11.ctv
电视剧•1「解说」,https://live.iill.top/huya/21277391
中视经典,https://tv.iill.top/litv/4gtv-4gtv080
电影_丧尸片,https://live.iill.top/huya/21059578
经典电影,https://tv.iill.top/4gtv/201
靖天电影,https://tv.iill.top/litv/4gtv-4gtv061
电影_犯罪片,https://live.iill.top/huya/11352974
电影_强森,https://live.iill.top/huya/21059581
华语经典2(🚀),http://epg.112114.eu.org/douyu/276200
恐怖电影「解说」,https://live.iill.top/huya/23419131
CCTV 8 电视剧,https://tv.iill.top/migu/cctv8
电影_盗墓,https://live.iill.top/huya/21059552
CHC影迷电影,https://stream1.freetv.fun/chcying-mi-dian-ying-7.m3u8
电影_喜乐影院,https://live.iill.top/huya/21059580
淘电影,https://stream1.freetv.fun/tao-dian-ying-7.ctv
电影_死神来了,https://live.iill.top/huya/11352903
电影_梁家辉,https://live.iill.top/huya/11342429
DJ13首经典老歌,https://vd4.bdstatic.com/mda-igbpw1bm4vdxitj0/logo/sc/mda-igbpw1bm4vdxitj0.mp4
龙华电影,https://tv.iill.top/litv/litv-longturn03
CHC家庭影院,https://www.freetv.top/migu/644368373.m3u8?migutoken=b9d9d0ba0208e949cf0736455b86290b2d1d2ff4727f523b7117dde6eb883cb4582c5ce1519685e57d54bfb562057c10a00dde58bb674d8600fd2d918b8cb440294e083e7b8f19e0dbcc9250d8
CHC动作电影,https://stream1.freetv.fun/chcdong-zuo-dian-ying-21.ctv
CHC动作电影,https://stream1.freetv.fun/chcdong-zuo-dian-ying-28.ctv
可乐影院,http://huanqiuzhibo.cn/manifest/douyu.php?id=20415
奶虫影院✔原,http://zzy789.xyz/douyu1.php?id=263824
CHC动作电影,https://stream1.freetv.fun/chcdong-zuo-dian-ying-4.ctv
CHC动作电影,https://stream1.freetv.fun/chcdong-zuo-dian-ying-18.ctv
CHC家庭影院,https://www.freetv.top/migu/644368373.m3u8?migutoken=807c14205ddd0debec82d399f47c7e6ca702bcc73f993530d9f53d878e63467fe473906616adabfd93862ade65961d6a6f7e61f00b90415ab535f318a69423df3785572b247eadc8e8917987cc
CHC影迷电影,https://stream1.freetv.fun/chcying-mi-dian-ying-4.ctv
CHC动作电影,https://stream1.freetv.fun/chcdong-zuo-dian-ying-16.ctv
CHC影迷电影,https://stream1.freetv.fun/chcying-mi-dian-ying-3.ctv
CHC影迷电影,https://ali.hlspull.yximgs.com/live/diyp_chcyingmi.flv
CHC动作电影,https://www.freetv.top/migu/644368714.m3u8?migutoken=fb9ef80443f06c3612ddd35545ec1054b5bcab3941fc46ecf84808bdd512d7b2cf16d34fdf955bff71bf01f818f6918ba2d7f536dc5451d1519d15cf8a5671bf16ea8a3bbc71db4477476e211d###HLS\\n
CCTV16,http://newtv.fun:35455/gaoma/cctv16.m3u8
欧美大片(🚀),http://epg.112114.eu.org/douyu/2793084
CHC影迷电影,https://stream1.freetv.fun/chcying-mi-dian-ying-9.ctv
CHC家庭影院,https://stream1.freetv.fun/chcjia-ting-ying-yuan-17.ctv
电影•2「解说」,http://dns.yiandrive.com:15907/huya/24983280
美亚电影,http://go1.bkpcp.top/tl/null-5
CHC影迷电影,https://stream1.freetv.fun/chcying-mi-dian-ying-8.ctv
止戈电影「解说」,http://dns.yiandrive.com:15907/huya/19863777
CHC影迷电影,https://stream1.freetv.fun/chcying-mi-dian-ying-1.ctv
解说_阿斗说电影,http://cdn.jdshipin.com:8880/huya.php?id=13303478
经典电影,http://120.238.94.10:9901/tsfile/live/1040_1.m3u8
电视剧•1「解说」,http://dns.yiandrive.com:15907/huya/21277391
CHC家庭影院,https://www.freetv.top/migu/644368373.m3u8?migutoken=893aa32f9d861d92c0661b8125e5b12471106642e4d0f341956e45e2f60dbb2179c3b5b6f05c2e8242e24d254815578255456ce991c2d337b226ce49c025efe16f2d4715157e642b7447f0bf06
电影•1「解说」,http://dns.yiandrive.com:15907/huya/20289754
电视剧•2「解说」,http://dns.yiandrive.com:15907/huya/25018873
淘电影,https://stream1.freetv.fun/tao-dian-ying-6.ctv
CHC家庭影院,https://www.freetv.top/migu/644368373.m3u8?migutoken=893aa32f9d861d92c0661b8125e5b12471106642e4d0f341956e45e2f60dbb2179c3b5b6f05c2e8242e24d254815578255456ce991c2d337b226ce49c025efe16f2d4715157e642b7447f0bf06###HLS\\n
电影•1「解说」,https://live.iill.top/huya/20289754
恐怖电影「解说」,http://dns.yiandrive.com:15907/huya/23419131
CHC动作电影,https://www.freetv.top/migu/644368714.m3u8?migutoken=2e48d18419793654f347e8ca29e0028ce9f3eaaa7a108b006304178b8f790f34908f8a09bbb8f4b8b8abcf36e2341f1043dde8719cf4927fcd0dcde4667f8b91e68e820314791d9b70452862c9
CHC家庭影院,https://stream1.freetv.fun/chcjia-ting-ying-yuan-19.ctv
经典谍战,http://cdn.jdshipin.com:8880/huya.php?id=21059585
奶虫影院,http://huanqiuzhibo.cn/manifest/douyu.php?id=263824
粤语版电影2,http://epg.112114.xyz/douyu/1226741
龙华电影,https://iptv.vip-tptv.xyz/litv.php?id=litv-longturn03
电影•2「解说」,https://live.iill.top/huya/24983280
贝贝影院,http://huanqiuzhibo.cn/manifest/douyu.php?id=431460
CHC动作电影,https://www.freetv.top/migu/644368714.m3u8?migutoken=901b5c9a11be5c246088451c1577262b8bd811ef0c851b75005f622079a4c43b31be9550071be8ffaa5a973c9e26f404f1f59f3b6e220585383c01b58aff2ac251e77b31f00468d89e8771432b
电视剧•2「解说」,https://live.iill.top/huya/25018873
AMC电影,https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv017
电影_怪兽,https://live.iill.top/huya/21059577
特辑电影(🚀),http://epg.112114.eu.org/douyu/3637778
电影_贺岁,https://live.iill.top/huya/11601971
黑莓电影,http://146.235.213.45:35455/itv/1000000004000019624.m3u8?cdn=ystenlive
电影_赛车,http://cdn.jdshipin.com:8880/huya.php?id=11279247
止戈电影「解说」,https://live.iill.top/huya/19863777
湖南电视剧,http://tvbox6.icu/tv/mgtv.php?id=484
神乐影院,http://huanqiuzhibo.cn/manifest/douyu.php?id=85894
中视经典,https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv080
龙华经典,https://iptv.vip-tptv.xyz/litv.php?id=litv-longturn21
电影_谍战,https://live.iill.top/huya/21059585
CHC动作电影,https://stream1.freetv.fun/chcdong-zuo-dian-ying-25.ctv
淘电影,https://stream1.freetv.fun/tao-dian-ying-8.ctv
靖天电影,https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv061
电影_救援,https://live.iill.top/huya/21059594
